lower_limit,upper_limit,current_velocity,Violation_Status
-0.2604325519094807,0.23956744809051927,0.21960349408297603,True
-0.05545456673798488,0.4445454332620151,0.40749998049018055,True
0.15244358574883632,0.6524435857488363,0.6085369654790698,True
0.34316399936362285,0.8431639993636229,0.6244303332803016,True
0.35570087276920226,0.8557008727692023,0.6254750727307671,True
0.35497971261842287,0.8549797126184229,0.6008299521030702,True
0.3357698558213452,0.8357698558213452,0.6238141546517786,True
0.37177824121381986,0.8717782412138199,0.3949633877793349,True
0.15203455516544118,0.6520345551654412,0.60850287959712,True
-0.12168680439905682,0.3783131956009432,0.25220879706729543,True
-0.02591070357035069,0.4740892964296493,0.0,True
-0.19839509458523727,0.3016049054147627,0.20106993694317513,True
-0.10923572551445465,0.39076427448554535,0.0,True
-0.2624769053129993,0.23752309468700072,0.0,True
-0.25375970685217974,0.24624029314782026,0.0,True
-0.2577070889874966,0.2422929110125034,0.0,True
-0.2353079852006997,0.2646920147993003,0.0,True
-0.27247661637700005,0.22752338362299993,0.18960281968583326,True
-0.43497218470728355,0.06502781529271645,0.010837969215452742,True
-0.28925951230540203,0.21074048769459794,0.0,True
-0.258513767132505,0.24148623286749496,0.0,True
-0.24192773456829494,0.25807226543170503,0.23656624331239628,True
-0.4270515769301676,0.0729484230698324,0.0,True
-0.2808422340239258,0.2191577659760742,0.0,True
-0.26594395100254753,0.23405604899745247,0.21455137824766476,True
-0.21338791085011788,0.2866120891498821,0.26272774838739194,True
-0.13603547601269483,0.36396452398730517,0.2426430159915368,True
-0.08943295854242458,0.4105670414575754,0.3763531213361108,True
0.07855055713145637,0.5785505571314564,0.5368838904647897,True
0.28164281423910165,0.7816428142391016,0.6193035678532588,True
0.36153484358777077,0.8615348435877708,0.6259612369656475,True
0.37872012437437996,0.87872012437438,0.6273933436978648,True
0.3755085956477322,0.8755085956477322,0.6271257163039774,True
0.3469157314920668,0.8469157314920668,0.37217275386772786,True
0.16820008629226368,0.6682000862922637,0.6098500071910219,True
0.3441835491355866,0.8441835491355866,0.6245152957612992,True
0.36832987978552256,0.8683298797855226,0.6265274899821266,True
0.36592440872021026,0.8659244087202103,0.6263270340600174,True
0.3796147125485039,0.8796147125485039,0.6274678927123752,True
0.3709180552817578,0.8709180552817578,0.6267431712734799,True
0.3735799500061374,0.8735799500061374,0.6269649958338449,True
0.3857237254227369,0.8857237254227369,0.6279769771185615,True
0.39577705700649124,0.8957770570064912,0.6288147547505412,True
0.3916765776814395,0.8916765776814395,0.41320352954131956,True
0.15933935584007952,0.6593393558400795,0.6091116129866732,True
0.36080723135345605,0.860807231353456,0.6259006026127881,True
0.38900768986566026,0.8890076898656603,0.6282506408221382,True
0.3765058775448724,0.8765058775448724,0.6272088231287395,True
0.36670491283276907,0.8667049128327691,0.6263920760693973,True
0.36900662629634406,0.8690066262963441,0.6265838855246955,True
0.3588371000858044,0.8588371000858044,0.6257364250071504,True
0.3353864657186647,0.8353864657186647,0.6237822054765557,True
0.2946797739148499,0.7946797739148499,0.620389981159571,True
0.28086693869713575,0.7808669386971357,0.6192389115580945,True
0.2479119478671326,0.7479119478671326,0.6164926623222611,True
0.254983083443169,0.754983083443169,0.6170819236202643,True
0.28309246661543375,0.7830924666154337,0.6194243722179529,True
0.2781888692232699,0.7781888692232699,0.5880314782038782,True
0.28678057035435,0.78678057035435,0.31704885615815415,True
-0.15369816838454825,0.34630183161545175,0.08657545790386294,True
-0.1744545844448671,0.3255454155551329,0.13564392314797202,True
-0.12432790094561535,0.37567209905438465,0.3443660907998526,True
0.10669839334352543,0.6066983933435255,0.4400317266768587,True
-0.06575367251708361,0.43424632748291636,0.0,True
-0.21947181316369468,0.2805281868363053,0.0,True
-0.25921813314641906,0.24078186685358097,0.0,True
