lower_limit,upper_limit,current_velocity,Violation_Status
-0.06633113879818633,0.3336688612018137,0.49359646,False
-0.08371869530565937,0.3162813046943407,0.47388834,False
-0.08705023523438961,0.3129497647656104,0.42898577,False
-0.0985187415348153,0.3014812584651847,0.37302107,False
0.46586781983776016,0.6658678198377601,0.5608213,True
0.4476858931734571,0.647685893173457,0.5604241,True
0.42445616135681186,0.6244561613568118,0.5624045,True
0.43359814824559473,0.6335981482455947,0.5666369,True
0.431012108410733,0.631012108410733,0.56753296,True
0.43595575772631723,0.6359557577263172,0.568431,True
0.451286563573287,0.651286563573287,0.5691727,True
0.42444868889025766,0.6244486888902576,0.5691814,True
0.4515126501794171,0.6515126501794171,0.5669764,True
0.4478735244141999,0.6478735244141999,0.56692547,True
0.444289307787185,0.644289307787185,0.5642381,True
0.45274953735520906,0.652749537355209,0.5647868,True
0.4415421220190444,0.6415421220190444,0.56195414,True
0.45193277520026554,0.6519327752002655,0.5616085,True
0.4232795921215241,0.6232795921215241,0.5625909,True
0.4211819773087484,0.6211819773087484,0.5652731,True
0.43793947548033296,0.6379394754803329,0.5655208,True
0.4586539028233996,0.6586539028233995,0.5621601,True
0.431780317551521,0.631780317551521,0.56636727,True
0.4182378280119128,0.6182378280119127,0.56805736,True
0.4266961468247108,0.6266961468247108,0.5716879,True
0.44349024893495714,0.6434902489349571,0.5759296,True
0.4513381172929335,0.6513381172929334,0.57898974,True
0.44361163733660514,0.6436116373366051,0.5798414,True
0.4483238114789374,0.6483238114789374,0.5794365,True
0.45534551986528304,0.655345519865283,0.5791872,True
0.4440594709491483,0.6440594709491483,0.5796719,True
0.4675707472016366,0.6675707472016366,0.5807643,True
0.42685495600954537,0.6268549560095453,0.5813363,True
0.4452781550533944,0.6452781550533944,0.58224237,True
0.4453991074206709,0.6453991074206709,0.58294547,True
0.45057562126075035,0.6505756212607503,0.5842985,True
0.45210310994708847,0.6521031099470884,0.58504117,True
0.4497737445692528,0.6497737445692527,0.585968,True
0.4478265494657716,0.6478265494657716,0.5865767,True
0.4514241489031142,0.6514241489031142,0.58759564,True
0.4552910712721535,0.6552910712721535,0.5883587,True
0.4640984764625483,0.6640984764625483,0.58892035,True
0.4541249049423144,0.6541249049423143,0.59026194,True
0.4508501938101882,0.6508501938101882,0.5910307,True
0.46810819476133636,0.6681081947613363,0.5915137,True
0.45807790632049883,0.6580779063204988,0.5918088,True
-0.18638348418678966,0.21361651581321037,-0.41579898691867423,False
-0.31236863024481465,0.0876313697551854,-0.38811106399856493,False
-0.3004513980042405,0.09954860199575954,-0.3339674926067687,False
-0.29027336336790976,0.10972663663209023,-0.3067020816116446,False
0.7731150623486883,0.9731150623486883,0.8549231920933797,True
0.7577025516756812,0.9577025516756812,0.8499240447488261,True
0.7465887398286648,0.9465887398286648,0.8382752005819228,True
0.7343686149457389,0.9343686149457389,0.831661014356901,True
0.7319295633699499,0.9319295633699498,0.8217869640659695,True
0.718157105306279,0.9181571053062789,0.8152566152735793,True
0.7193054315103954,0.9193054315103953,0.8055180764842396,True
0.7241606121993647,0.9241606121993646,0.7990842867001884,True
0.7117011706360623,0.9117011706360623,0.7894999228927047,True
0.68980213948235,0.88980213948235,0.7831746457075444,True
0.6987133297276822,0.8987133297276821,0.7768882165800917,True
0.6818455259676623,0.8818455259676623,0.7675289332222013,True
0.6652216926847938,0.8652216926847938,0.7613434679442734,True
-0.06913742451037988,0.33086257548962017,0.5683781,False
-0.05957980948097741,0.3404201905190226,0.45088533,False
-0.09245557440113139,0.30754442559886863,0.33957884,False
-0.12083003997042333,0.2791699600295767,0.3095072,False
-0.12679165540481946,0.27320834459518056,0.2868385,False
0.5073353806843007,0.7073353806843007,0.603218,True
0.48595911656200086,0.6859591165620008,0.60431105,True
0.5037696312094908,0.7037696312094908,0.60436565,True
0.487507497634301,0.687507497634301,0.60334444,True
0.48801619266898233,0.6880161926689823,0.6053899,True
0.4908945097405363,0.6908945097405362,0.6072432,True
0.49264968386077523,0.6926496838607752,0.6086621,True
0.49733176074928886,0.6973317607492888,0.6091971,True
0.5035195601619952,0.7035195601619951,0.60669655,True
0.491547484833292,0.691547484833292,0.6006617,True
0.49002831034655436,0.6900283103465543,0.6017447,True
0.5123299660535819,0.7123299660535819,0.59959173,True
0.4911361624994647,0.6911361624994646,0.58744234,True
0.4740606362596873,0.6740606362596873,0.58842856,True
0.4847705131789709,0.6847705131789709,0.599303,True
0.488105360828464,0.688105360828464,0.596174,True
0.47236580851292476,0.6723658085129247,0.5907232,True
0.4783316858518528,0.6783316858518528,0.60762095,True
0.4959242691935961,0.6959242691935961,0.6011681,True
-0.1834845199451938,0.21651548005480623,-0.18607304,False
-0.2501856551522855,0.14981434484771447,-0.3222526,False
0.5108782869329478,0.7108782869329477,0.61575407,True
0.5212322925773842,0.7212322925773842,0.6118848,True
0.524573157006961,0.724573157006961,0.61072445,True
0.5221437088664408,0.7221437088664407,0.6115749,True
0.5107724487134706,0.7107724487134706,0.61160624,True
0.5009237872771537,0.7009237872771537,0.6115796,True
0.5098800031169545,0.7098800031169544,0.6112694,True
0.5160385385750618,0.7160385385750617,0.6109367,True
0.4944246092187513,0.6944246092187513,0.61135966,True
0.5188915444428068,0.7188915444428068,0.6161411,True
0.5122190427116965,0.7122190427116964,0.6135794,True
0.5271003960286822,0.7271003960286821,0.61141866,True
0.5105195605021973,0.7105195605021972,0.61479545,True
0.513654856641631,0.713654856641631,0.6145278,True
0.5179052931778088,0.7179052931778087,0.614383,True
0.5075369456112871,0.7075369456112871,0.61474174,True
0.5064683363759224,0.7064683363759223,0.6132407,True
0.5177425304748142,0.7177425304748142,0.61225116,True
0.5131461872947406,0.7131461872947406,0.61372924,True
0.5266729986331447,0.7266729986331446,0.61647767,True
0.5174463107416958,0.7174463107416957,0.61618185,True
0.5117957383485776,0.7117957383485776,0.61564285,True
0.5180843815660336,0.7180843815660336,0.614783,True
0.5095111913428811,0.7095111913428811,0.6163335,True
0.5246383974773869,0.7246383974773869,0.61854595,True
0.5255873874590803,0.7255873874590802,0.6151364,True
0.5102058236783454,0.7102058236783454,0.61501896,True
0.5455174897714332,0.7455174897714332,0.61594963,True
0.5067626583008435,0.7067626583008435,0.6165644,True
0.5096935956755606,0.7096935956755606,0.61794686,True
0.5222799616872712,0.7222799616872712,0.6165365,True
0.5033406729884218,0.7033406729884217,0.61822784,True
0.5358193695748563,0.7358193695748563,0.618796,True
0.5227981217894021,0.7227981217894021,0.6183389,True
0.5172655208179201,0.71726552081792,0.6182605,True
0.5217090912999971,0.721709091299997,0.6190929,True
0.5037662014762913,0.7037662014762912,0.621148,True
0.5184296804083715,0.7184296804083714,0.62118757,True
0.5138134073222487,0.7138134073222486,0.6212051,True
0.5271653762072249,0.7271653762072249,0.6215105,True
0.5351962410890002,0.7351962410890002,0.6218105,True
0.5377110554366099,0.7377110554366099,0.6214718,True
0.516602572504715,0.7166025725047149,0.6213483,True
